ID_PRODUCTO;CLAVE_LADA_CLIENTE;CONTACTO;CONTACTO_EFECTIVO;INTENCION_COMPRA;DURACION_LLAMADA;INICIO_LLAMADA;FIN_LLAMADA;PROPENSION_CLIENTE;GENERO_ASESOR;FECHA_NACIMIENTO_ASESOR;JORNADAS;ANTIGUEDAD_ASESOR;GENERO_CLIENTE;EDAD_CLIENTE;FECHA_ANTIGUEDAD_CLIENTE;NUMERO_PRODUCTOS;NIVEL_RENTA
TDC;951;SI;SI;SI;0:10:52;10/03/2020 11:43;10/03/2020 11:54;MUY ALTA;M;1/01/1998;28;42;F;26;29/12/2012;4;RENTA_MEDIA_ALTA
TDC;667;SI;SI;NO;0:06:17;11/03/2020 15:18;11/03/2020 15:24;MUY ALTA;M;1/01/1998;33;42;M;36;26/10/2017;2;RENTA_MEDIA_BAJA
TDC;554;SI;SI;NO;0:01:03;11/03/2020 14:18;11/03/2020 14:19;MUY ALTA;M;1/01/1993;34;30;F;28;26/06/2012;4;RENTA_MUY_ALTA
TDC;444;SI;SI;NO;0:00:55;11/03/2020 15:44;11/03/2020 15:45;MEDIA ALTA;M;1/01/1994;29;66;M;40;30/08/2007;1;RENTA_ALTA
TDC;442;SI;SI;NO;0:04:59;11/03/2020 15:44;11/03/2020 15:49;MEDIA ALTA;M;1/01/1992;36;54;F;54;30/08/2007;3;RENTA_MEDIA_ALTA
TDC;656;SI;SI;NO;0:05:50;10/03/2020 11:18;10/03/2020 11:23;MEDIA BAJA;M;1/01/1961;28;30;F;56;21/12/2006;2;RENTA_MEDIA_ALTA
TDC;922;SI;SI;NO;0:00:30;12/03/2020 9:51;12/03/2020 9:51;ALTA;H;1/01/1998;31;18;M;48;13/08/2011;2;RENTA_ALTA
TDC;871;SI;SI;NO;0:00:48;11/03/2020 12:55;11/03/2020 12:56;ALTA;M;1/01/1963;35;78;M;35;2/12/2013;3;RENTA_MEDIA_ALTA
TDC;551;SI;SI;NO;0:01:08;11/03/2020 12:45;11/03/2020 12:46;MEDIA ALTA;M;1/01/1977;32;42;M;45;12/09/2014;2;RENTA_MEDIA_ALTA
TDC;557;SI;SI;NO;0:01:27;11/03/2020 13:23;11/03/2020 13:25;MEDIA ALTA;M;1/01/1975;43;66;M;33;22/07/2014;4;RENTA_ALTA
TDC;434;SI;SI;NO;0:00:41;11/03/2020 13:24;11/03/2020 13:24;MEDIA ALTA;H;1/01/1994;42;30;F;29;6/06/2014;4;RENTA_MEDIA_ALTA
TDC;271;SI;SI;NO;0:05:08;12/03/2020 9:10;12/03/2020 9:15;MUY ALTA;M;1/01/2000;33;18;M;38;8/02/2011;4;RENTA_MEDIA_ALTA
TDC;449;SI;SI;SI;0:14:05;10/03/2020 13:09;10/03/2020 13:23;MUY ALTA;M;1/01/1993;36;91;F;23;7/12/2019;3;RENTA_MEDIA_ALTA
TDC;558;SI;SI;SI;0:09:02;10/03/2020 13:29;10/03/2020 13:38;ALTA;M;1/01/1999;39;18;F;31;12/02/2008;2;RENTA_ALTA
TDC;296;SI;SI;NO;0:01:46;12/03/2020 11:10;12/03/2020 11:12;MUY ALTA;M;1/01/1995;34;66;F;19;29/08/2019;2;RENTA_MUY_ALTA
TDC;812;SI;SI;NO;0:01:18;12/03/2020 11:10;12/03/2020 11:12;MUY ALTA;H;1/01/1997;44;54;F;26;22/08/2019;3;RENTA_MEDIA_BAJA
TDC;744;SI;SI;SI;0:18:54;11/03/2020 16:08;11/03/2020 16:27;ALTA;M;1/01/1964;40;152;M;59;1/03/2006;3;RENTA_ALTA
TDC;477;SI;SI;SI;0:17:33;11/03/2020 16:08;11/03/2020 16:26;ALTA;M;1/01/1986;42;42;F;50;24/08/2004;2;RENTA_MEDIA_ALTA
TDC;961;SI;SI;SI;0:19:11;11/03/2020 18:39;11/03/2020 18:58;ALTA;M;1/01/1995;44;42;M;34;23/10/2012;2;RENTA_ALTA
TDC;984;SI;SI;SI;0:07:51;10/03/2020 15:47;10/03/2020 15:55;MUY ALTA;M;1/01/1997;40;54;F;30;9/04/2013;2;RENTA_MEDIA_BAJA
TDC;374;SI;SI;NO;0:03:52;10/03/2020 15:48;10/03/2020 15:52;MEDIA ALTA;M;1/01/1973;36;30;F;34;24/08/2007;2;RENTA_BAJA
TDC;775;SI;SI;SI;0:05:17;12/03/2020 10:53;12/03/2020 10:58;MEDIA ALTA;-1;1/01/2020;13;0;M;32;27/02/2017;2;RENTA_MEDIA_ALTA
TDC;999;SI;SI;NO;0:01:26;12/03/2020 12:00;12/03/2020 12:02;SIN PROPENSIÓN;M;1/01/1995;23;30;F;37;11/03/2019;3;RENTA_MUY_ALTA
TDC;984;SI;SI;SI;0:06:11;10/03/2020 13:32;10/03/2020 13:38;ALTA;M;1/01/1991;35;54;F;34;10/12/2019;2;RENTA_MEDIA_BAJA
TDC;551;SI;SI;NO;0:04:38;12/03/2020 10:32;12/03/2020 10:37;ALTA;M;1/01/1995;18;91;M;47;23/05/2019;2;RENTA_MEDIA_ALTA
TDC;477;SI;SI;NO;0:20:20;12/03/2020 10:32;12/03/2020 10:53;SIN PROPENSIÓN;-1;1/01/2020;16;0;M;36;17/11/2018;4;RENTA_MEDIA_BAJA
TDC;871;SI;SI;SI;0:15:28;12/03/2020 10:56;12/03/2020 11:11;ALTA;M;1/01/1994;41;91;M;47;25/01/2019;1;RENTA_ALTA
TDC;556;SI;SI;NO;0:03:13;12/03/2020 10:56;12/03/2020 10:59;ALTA;M;1/01/1990;32;66;M;33;30/01/2019;3;RENTA_MEDIA_ALTA
TDC;462;SI;SI;SI;0:14:36;10/03/2020 14:28;10/03/2020 14:43;SIN PROPENSIÓN;M;1/01/1978;25;30;F;27;2/12/2011;4;RENTA_MUY_ALTA
TDC;375;SI;SI;NO;0:02:56;10/03/2020 16:37;10/03/2020 16:40;ALTA;M;1/01/1995;51;18;F;33;25/08/2008;3;RENTA_MEDIA_ALTA
TDC;919;SI;SI;NO;0:02:35;10/03/2020 14:36;10/03/2020 14:39;ALTA;M;1/01/1988;52;157;F;38;10/12/2012;2;RENTA_MEDIA_BAJA
TDC;442;SI;SI;SI;0:08:39;11/03/2020 10:31;11/03/2020 10:39;MUY ALTA;M;1/01/1998;28;42;F;30;20/02/2006;2;RENTA_MEDIA_BAJA
TDC;844;SI;SI;NO;0:00:52;12/03/2020 14:46;12/03/2020 14:47;SIN PROPENSIÓN;-1;1/01/2020;8;0;F;31;10/07/2018;3;RENTA_MEDIA_ALTA
TDC;999;SI;SI;NO;0:00:35;11/03/2020 9:55;11/03/2020 9:55;MUY ALTA;-1;1/01/2020;22;0;F;27;25/10/2012;3;RENTA_MEDIA_ALTA
TDC;395;SI;SI;NO;0:04:33;10/03/2020 14:57;10/03/2020 15:02;MEDIA ALTA;M;1/01/1987;28;78;F;51;6/08/2010;1;RENTA_ALTA
TDC;273;SI;SI;NO;0:03:46;10/03/2020 16:27;10/03/2020 16:31;MUY ALTA;M;1/01/1979;41;152;F;33;20/04/2011;4;RENTA_ALTA
TDC;241;SI;SI;SI;0:09:23;11/03/2020 9:15;11/03/2020 9:24;ALTA;M;1/01/1987;52;150;F;25;5/03/2014;2;RENTA_MEDIA_BAJA
TDC;558;SI;SI;SI;0:18:18;11/03/2020 13:35;11/03/2020 13:53;ALTA;M;1/01/1987;22;54;F;43;29/12/2010;3;RENTA_MUY_ALTA
TDC;644;SI;SI;NO;0:02:56;13/03/2020 10:47;13/03/2020 10:50;ALTA;H;1/01/1997;44;54;F;32;7/03/2018;3;RENTA_ALTA
TDC;449;SI;SI;NO;0:07:59;13/03/2020 10:48;13/03/2020 10:56;ALTA;M;1/01/1991;37;103;M;21;10/04/2018;2;RENTA_MEDIA_BAJA
TDC;662;SI;SI;NO;0:00:55;13/03/2020 13:14;13/03/2020 13:15;MEDIA ALTA;H;1/01/1998;44;30;F;35;11/07/2000;4;RENTA_MEDIA_ALTA
TDC;811;SI;SI;NO;0:00:33;12/03/2020 15:35;12/03/2020 15:36;SIN PROPENSIÓN;M;1/01/1999;32;5;F;26;10/01/2018;3;RENTA_MEDIA_ALTA
TDC;553;SI;SI;SI;0:06:26;11/03/2020 11:55;11/03/2020 12:01;MEDIA ALTA;M;1/01/1979;34;18;F;45;25/01/2001;2;RENTA_ALTA
TDC;662;SI;SI;NO;0:01:37;11/03/2020 11:36;11/03/2020 11:37;ALTA;M;1/01/1978;59;9;F;43;12/04/2013;3;RENTA_MUY_ALTA
TDC;552;SI;SI;SI;0:00:00;13/03/2020 10:02;13/03/2020 10:02;MEDIA BAJA;M;1/01/1995;39;78;F;60;6/11/2019;3;RENTA_ALTA
TDC;223;SI;SI;NO;0:01:58;13/03/2020 10:02;13/03/2020 10:04;MUY ALTA;M;1/01/2000;38;30;M;28;28/05/2019;2;RENTA_ALTA
TDC;551;SI;SI;NO;0:01:56;13/03/2020 11:22;13/03/2020 11:24;MUY ALTA;M;1/01/1996;38;42;M;28;18/11/2006;3;RENTA_MUY_ALTA
TDC;378;SI;SI;NO;0:01:24;13/03/2020 11:23;13/03/2020 11:24;MEDIA BAJA;M;1/01/2000;46;18;F;41;27/01/2005;2;RENTA_MEDIA_ALTA
TDC;916;SI;SI;SI;0:22:38;12/03/2020 11:07;12/03/2020 11:30;ALTA;M;1/01/1988;52;157;M;21;27/12/2019;4;RENTA_MEDIA_BAJA
TDC;773;SI;SI;NO;0:01:10;10/03/2020 11:52;10/03/2020 11:53;MEDIA BAJA;M;1/01/1978;59;9;F;55;19/07/1996;3;RENTA_MEDIA_ALTA
TDC;331;SI;SI;NO;0:02:30;13/03/2020 9:25;13/03/2020 9:28;ALTA;M;1/01/1986;49;30;M;58;17/11/2011;3;RENTA_MEDIA_BAJA
TDC;971;SI;SI;NO;0:05:08;12/03/2020 13:13;12/03/2020 13:18;MUY ALTA;M;1/01/1995;18;91;F;60;1/07/1997;4;RENTA_ALTA
TDC;782;SI;SI;NO;0:13:18;12/03/2020 14:20;12/03/2020 14:33;ALTA;M;1/01/1996;37;54;F;27;1/09/2015;4;RENTA_MEDIA_ALTA
TDC;938;SI;SI;NO;0:02:22;12/03/2020 17:24;12/03/2020 17:27;SIN PROPENSIÓN;-1;1/01/2020;13;0;M;22;10/02/2016;4;RENTA_MEDIA_ALTA
TDC;555;SI;SI;SI;0:19:55;13/03/2020 9:08;13/03/2020 9:28;MEDIA BAJA;M;1/01/1994;29;42;F;60;28/11/2019;4;RENTA_MUY_ALTA
TDC;332;SI;SI;NO;0:05:08;13/03/2020 9:09;13/03/2020 9:14;SIN PROPENSIÓN;H;1/01/1998;44;30;M;22;13/06/2016;3;RENTA_MEDIA_BAJA
TDC;899;SI;SI;SI;0:14:11;10/03/2020 15:36;10/03/2020 15:51;MEDIA ALTA;M;1/01/1999;39;18;F;43;3/02/2005;2;RENTA_MEDIA_ALTA
TDC;744;SI;SI;NO;0:00:37;10/03/2020 15:37;10/03/2020 15:37;MEDIA BAJA;M;1/01/1979;34;18;F;48;1/09/2008;1;RENTA_ALTA
TDC;296;SI;SI;NO;0:01:46;10/03/2020 15:37;10/03/2020 15:39;ALTA;M;1/01/1990;45;5;F;55;8/11/2018;1;RENTA_MEDIA_ALTA
TDC;272;SI;SI;NO;0:00:35;10/03/2020 15:01;10/03/2020 15:01;SIN PROPENSIÓN;M;1/01/1997;36;30;F;25;4/04/2019;3;RENTA_MEDIA_ALTA
TDC;818;SI;SI;NO;0:03:12;11/03/2020 10:11;11/03/2020 10:14;MUY ALTA;H;1/01/2000;27;5;F;37;12/02/2012;3;RENTA_ALTA
TDC;445;SI;SI;NO;0:04:15;11/03/2020 9:34;11/03/2020 9:38;MUY ALTA;M;1/01/1988;52;157;F;35;26/03/2018;2;RENTA_MEDIA_BAJA
TDC;552;SI;SI;NO;0:00:42;11/03/2020 9:32;11/03/2020 9:33;MEDIA ALTA;M;1/01/1975;43;66;F;37;14/10/2002;7;RENTA_MUY_ALTA
TDC;771;SI;SI;NO;0:18:47;11/03/2020 12:08;11/03/2020 12:27;MUY ALTA;M;1/01/1993;22;42;M;33;9/10/2018;3;RENTA_MEDIA_BAJA
TDC;331;SI;SI;NO;0:06:46;12/03/2020 14:57;12/03/2020 15:03;MEDIA BAJA;M;1/01/1994;35;66;M;38;7/07/2009;1;RENTA_MUY_ALTA
TDC;477;SI;SI;SI;0:04:41;12/03/2020 14:57;12/03/2020 15:01;MUY ALTA;M;1/01/1995;42;66;F;24;13/09/2019;4;RENTA_MEDIA_ALTA
TDC;552;SI;SI;NO;0:09:23;10/03/2020 16:59;10/03/2020 17:09;MEDIA ALTA;H;1/01/1999;42;5;F;26;1/03/2017;3;RENTA_MEDIA_ALTA
TDC;443;SI;SI;SI;0:14:14;10/03/2020 18:06;10/03/2020 18:20;ALTA;M;1/01/1982;35;91;F;32;25/01/2017;3;RENTA_MEDIA_BAJA
TDC;227;SI;SI;NO;0:00:42;13/03/2020 9:35;13/03/2020 9:35;MEDIA BAJA;H;1/01/1964;39;78;F;27;23/12/2011;1;RENTA_MEDIA_BAJA
TDC;772;SI;SI;NO;0:04:33;12/03/2020 15:36;12/03/2020 15:40;MEDIA BAJA;H;1/01/1994;51;85;F;48;6/12/2004;3;RENTA_ALTA
TDC;477;SI;SI;NO;0:00:33;12/03/2020 15:36;12/03/2020 15:36;SIN PROPENSIÓN;M;1/01/2001;42;18;F;34;7/02/2018;4;RENTA_ALTA
TDC;722;SI;SI;NO;0:01:05;11/03/2020 9:53;11/03/2020 9:54;MEDIA ALTA;H;1/01/2000;27;5;F;33;20/04/2009;2;RENTA_MEDIA_BAJA
TDC;331;SI;SI;SI;0:16:22;12/03/2020 12:49;12/03/2020 13:06;SIN PROPENSIÓN;M;1/01/1994;26;42;M;25;1/06/2017;4;RENTA_MUY_ALTA
TDC;667;SI;SI;NO;0:02:21;13/03/2020 11:10;13/03/2020 11:12;MEDIA BAJA;M;1/01/1999;34;42;M;61;20/12/1999;1;RENTA_MEDIA_ALTA
TDC;551;SI;SI;NO;0:00:36;13/03/2020 11:10;13/03/2020 11:11;ALTA;M;1/01/1998;23;42;M;38;23/07/2011;2;RENTA_ALTA
TDC;228;SI;SI;NO;0:03:29;11/03/2020 9:39;11/03/2020 9:42;MUY ALTA;M;1/01/1988;53;148;F;31;29/12/2004;4;RENTA_MEDIA_ALTA
TDC;722;SI;SI;NO;0:00:45;11/03/2020 9:13;11/03/2020 9:14;SIN PROPENSIÓN;M;1/01/1995;23;30;F;29;29/08/2018;3;RENTA_MEDIA_BAJA
TDC;331;SI;SI;NO;0:00:41;10/03/2020 15:53;10/03/2020 15:54;MUY ALTA;M;1/01/2001;42;18;F;31;13/08/2018;2;RENTA_MEDIA_ALTA
TDC;332;SI;SI;NO;0:00:19;13/03/2020 9:23;13/03/2020 9:23;ALTA;M;1/01/1998;36;18;M;36;13/12/2011;3;RENTA_MUY_ALTA
TDC;495;SI;SI;NO;0:02:09;13/03/2020 11:59;13/03/2020 12:02;MEDIA ALTA;H;1/01/1998;35;18;M;60;20/02/2017;1;RENTA_ALTA
TDC;753;SI;SI;NO;0:00:56;13/03/2020 12:46;13/03/2020 12:47;MEDIA ALTA;M;1/01/1973;36;30;F;36;2/05/1997;4;RENTA_BAJA
TDC;555;SI;SI;NO;0:01:28;12/03/2020 13:10;12/03/2020 13:11;ALTA;M;1/01/1975;43;66;F;44;27/08/2008;4;RENTA_MUY_ALTA
TDC;662;SI;SI;SI;0:13:41;12/03/2020 13:11;12/03/2020 13:24;ALTA;M;1/01/1990;39;42;F;57;27/02/2009;3;RENTA_ALTA
TDC;712;SI;SI;NO;0:00:25;10/03/2020 16:25;10/03/2020 16:25;MUY ALTA;M;1/01/1999;44;18;F;29;20/02/2015;3;RENTA_MEDIA_ALTA
TDC;222;SI;SI;NO;0:00:22;10/03/2020 14:53;10/03/2020 14:53;ALTA;H;1/01/2000;27;5;F;24;30/04/2012;1;RENTA_BAJA
TDC;551;SI;SI;NO;0:00:49;10/03/2020 12:14;10/03/2020 12:15;MUY ALTA;M;1/01/1965;41;30;F;69;9/04/2019;2;RENTA_MEDIA_ALTA
TDC;777;SI;SI;NO;0:00:45;11/03/2020 11:31;11/03/2020 11:32;MUY ALTA;M;1/01/1994;35;66;F;24;7/04/2017;4;RENTA_MUY_ALTA
TDC;842;SI;SI;NO;0:01:00;11/03/2020 11:32;11/03/2020 11:33;ALTA;M;1/01/1997;34;30;F;33;23/01/2015;2;RENTA_MEDIA_ALTA
TDC;661;SI;SI;NO;0:01:35;12/03/2020 15:59;12/03/2020 16:00;SIN PROPENSIÓN;M;1/01/1998;33;18;M;51;26/02/2019;2;RENTA_MEDIA_BAJA
TDC;482;SI;SI;NO;0:04:41;13/03/2020 11:51;13/03/2020 11:56;MEDIA ALTA;-1;1/01/2020;36;0;M;42;2/10/2007;5;RENTA_MUY_ALTA
TDC;871;SI;SI;NO;0:09:34;11/03/2020 14:01;11/03/2020 14:11;MUY ALTA;M;1/01/1980;35;91;F;48;18/07/2013;4;RENTA_MEDIA_ALTA
TDC;331;SI;SI;NO;0:00:33;10/03/2020 14:51;10/03/2020 14:52;SIN PROPENSIÓN;M;1/01/1994;37;91;F;25;21/02/2018;5;RENTA_ALTA
TDC;987;SI;SI;NO;0:01:01;13/03/2020 11:57;13/03/2020 11:58;MEDIA ALTA;H;1/01/1975;26;42;M;29;4/11/2010;4;RENTA_MUY_ALTA
TDC;553;SI;SI;NO;0:01:19;12/03/2020 19:15;12/03/2020 19:17;SIN PROPENSIÓN;M;1/01/1994;29;66;M;33;1/10/2019;3;RENTA_MUY_ALTA
TDC;811;SI;SI;NO;0:00:47;13/03/2020 16:13;13/03/2020 16:14;MUY ALTA;M;1/01/2000;38;30;M;41;17/02/2012;3;RENTA_ALTA
TDC;553;SI;SI;NO;0:02:20;14/03/2020 9:58;14/03/2020 10:00;MUY ALTA;M;1/01/1997;40;54;M;49;9/06/2014;2;RENTA_MEDIA_ALTA
TDC;552;SI;SI;NO;0:02:03;13/03/2020 14:55;13/03/2020 14:57;ALTA;M;1/01/1998;40;18;F;41;17/08/2013;3;RENTA_ALTA
TDC;551;SI;SI;NO;0:01:09;11/03/2020 15:37;11/03/2020 15:38;MUY ALTA;M;1/01/1997;5;66;F;26;29/02/2016;2;RENTA_MEDIA_BAJA
TDC;487;SI;SI;SI;0:09:00;11/03/2020 14:33;11/03/2020 14:42;ALTA;H;1/01/1993;47;54;F;44;7/07/2010;2;RENTA_MEDIA_ALTA
TDC;844;SI;SI;NO;0:00:44;11/03/2020 16:05;11/03/2020 16:05;MEDIA ALTA;H;1/01/1992;53;5;F;48;3/10/2007;3;RENTA_ALTA
TDC;998;SI;SI;SI;0:25:01;11/03/2020 12:29;11/03/2020 12:54;MEDIA ALTA;M;1/01/1987;40;30;F;53;29/11/2011;2;RENTA_MEDIA_BAJA
TDC;618;SI;SI;SI;0:04:12;10/03/2020 12:08;10/03/2020 12:12;MUY ALTA;H;1/01/1994;45;42;F;39;20/03/2019;3;RENTA_MEDIA_ALTA
TDC;552;SI;SI;NO;0:01:55;10/03/2020 12:16;10/03/2020 12:18;ALTA;M;1/01/2000;46;18;F;33;24/05/2010;3;RENTA_MEDIA_BAJA
TDC;993;SI;SI;SI;0:06:57;11/03/2020 16:02;11/03/2020 16:09;MEDIA ALTA;H;1/01/2000;31;30;F;37;1/04/2006;3;RENTA_MEDIA_BAJA
TDC;312;SI;SI;SI;0:12:01;13/03/2020 13:32;13/03/2020 13:44;ALTA;H;1/01/1998;42;30;M;38;28/05/2005;3;RENTA_MEDIA_BAJA
TDC;818;SI;SI;NO;0:00:45;14/03/2020 10:28;14/03/2020 10:28;MEDIA BAJA;M;1/01/1993;43;54;F;43;21/12/2012;1;RENTA_MEDIA_ALTA
TDC;331;SI;SI;NO;0:00:52;13/03/2020 15:04;13/03/2020 15:05;MUY ALTA;M;1/01/1994;35;66;F;27;8/09/2010;4;RENTA_ALTA
TDC;868;SI;SI;SI;0:14:49;13/03/2020 15:04;13/03/2020 15:19;ALTA;M;1/01/1987;20;54;M;46;20/07/2012;2;RENTA_ALTA
TDC;462;SI;SI;NO;0:00:41;13/03/2020 15:05;13/03/2020 15:06;ALTA;M;1/01/1997;54;41;M;23;1/08/2012;2;RENTA_BAJA
TDC;442;SI;SI;NO;0:01:49;13/03/2020 15:17;13/03/2020 15:19;ALTA;M;1/01/1995;40;30;M;24;17/07/2017;1;RENTA_MEDIA_BAJA
TDC;554;SI;SI;NO;0:01:07;11/03/2020 11:32;11/03/2020 11:33;ALTA;M;1/01/1994;29;42;F;39;9/01/2015;2;RENTA_MEDIA_BAJA
TDC;999;SI;SI;NO;0:03:49;11/03/2020 11:32;11/03/2020 11:36;MEDIA ALTA;M;1/01/1992;36;54;F;32;29/11/2008;3;RENTA_MEDIA_BAJA
TDC;749;SI;SI;NO;0:01:47;11/03/2020 13:53;11/03/2020 13:55;MEDIA ALTA;H;1/01/2000;27;5;F;57;5/07/2010;1;RENTA_MEDIA_ALTA
TDC;656;SI;SI;NO;0:04:17;11/03/2020 13:53;11/03/2020 13:58;ALTA;M;1/01/2000;46;18;M;23;22/05/2017;2;RENTA_MEDIA_BAJA
TDC;331;SI;SI;NO;0:01:36;13/03/2020 13:07;13/03/2020 13:08;ALTA;M;1/01/1994;29;66;F;43;15/11/2016;2;RENTA_ALTA
TDC;442;SI;SI;NO;0:10:13;13/03/2020 17:16;13/03/2020 17:26;ALTA;H;1/01/2000;31;30;M;58;10/12/2014;3;RENTA_ALTA
TDC;229;SI;SI;SI;0:08:03;13/03/2020 16:10;13/03/2020 16:18;MEDIA ALTA;M;1/01/1999;43;18;F;23;8/06/2016;2;RENTA_MEDIA_BAJA
TDC;871;SI;SI;SI;0:12:34;10/03/2020 13:40;10/03/2020 13:53;SIN PROPENSIÓN;M;1/01/1984;40;139;F;28;25/10/2019;1;RENTA_MEDIA_BAJA
TDC;229;SI;SI;NO;0:06:57;13/03/2020 16:14;13/03/2020 16:21;ALTA;M;1/01/1985;54;30;M;47;26/11/2014;3;RENTA_MUY_ALTA
TDC;552;SI;SI;NO;0:00:46;12/03/2020 18:34;12/03/2020 18:34;ALTA;M;1/01/1994;41;30;M;21;13/11/2019;2;RENTA_MUY_ALTA
TDC;999;SI;SI;NO;0:00:45;11/03/2020 10:35;11/03/2020 10:35;MUY ALTA;H;1/01/1964;39;78;F;55;4/01/2018;3;RENTA_MEDIA_ALTA
TDC;722;SI;SI;NO;0:00:49;13/03/2020 17:11;13/03/2020 17:12;ALTA;M;1/01/1998;33;18;M;38;9/02/2012;2;RENTA_MEDIA_ALTA
TDC;331;SI;SI;NO;0:00:42;13/03/2020 17:15;13/03/2020 17:15;ALTA;H;1/01/2000;31;30;;;;;
TDC;625;SI;SI;NO;0:02:22;13/03/2020 15:25;13/03/2020 15:27;MEDIA BAJA;H;1/01/1992;53;5;M;50;12/11/2014;1;RENTA_MUY_ALTA
TDC;331;SI;SI;NO;0:01:45;13/03/2020 15:25;13/03/2020 15:27;ALTA;H;1/01/1964;39;78;M;26;4/01/2017;2;RENTA_MEDIA_BAJA
TDC;229;SI;SI;NO;0:01:25;11/03/2020 14:08;11/03/2020 14:10;MUY ALTA;M;1/01/1995;40;30;M;47;3/12/2007;3;RENTA_MUY_ALTA
TDC;311;SI;SI;NO;0:00:21;11/03/2020 10:29;11/03/2020 10:29;MUY ALTA;M;1/01/1995;51;18;F;25;10/09/2008;4;RENTA_MEDIA_ALTA
TDC;333;SI;SI;NO;0:01:47;11/03/2020 12:17;11/03/2020 12:19;SIN PROPENSIÓN;M;1/01/1993;34;30;F;24;18/06/2016;4;RENTA_MEDIA_ALTA
TDC;551;SI;SI;NO;0:02:20;11/03/2020 13:50;11/03/2020 13:53;MEDIA ALTA;H;1/01/1994;28;66;F;51;10/05/2011;2;RENTA_MEDIA_BAJA
TDC;933;SI;SI;NO;0:02:05;14/03/2020 9:46;14/03/2020 9:48;MEDIA BAJA;M;1/01/1994;26;42;M;47;4/04/1997;2;RENTA_MEDIA_ALTA
TDC;221;SI;SI;SI;0:01:11;11/03/2020 16:24;11/03/2020 16:25;MUY ALTA;-1;1/01/2020;35;0;M;30;31/08/2012;5;RENTA_ALTA
TDC;561;SI;SI;NO;0:00:47;13/03/2020 15:31;13/03/2020 15:32;ALTA;M;1/01/1967;35;5;F;48;30/05/2002;2;RENTA_MEDIA_ALTA
TDC;674;SI;SI;SI;0:15:33;10/03/2020 10:34;10/03/2020 10:49;MEDIA ALTA;M;1/01/1996;42;54;M;46;11/05/2017;2;RENTA_ALTA
TDC;811;SI;SI;SI;0:14:33;11/03/2020 15:47;11/03/2020 16:01;MEDIA ALTA;M;1/01/1991;37;103;M;43;8/08/2005;1;RENTA_ALTA
TDC;442;SI;SI;NO;0:00:44;11/03/2020 11:23;11/03/2020 11:24;MUY ALTA;M;1/01/2001;42;18;F;43;30/01/2017;2;RENTA_MEDIA_ALTA
TDC;558;SI;SI;NO;0:01:19;11/03/2020 15:36;11/03/2020 15:37;MUY ALTA;M;1/01/1967;46;176;F;26;4/03/2016;4;RENTA_MEDIA_ALTA
TDC;558;SI;SI;SI;0:13:04;13/03/2020 18:25;13/03/2020 18:38;ALTA;H;1/01/2000;31;30;F;39;29/06/2000;3;RENTA_MEDIA_ALTA
TDC;777;SI;SI;NO;0:00:47;11/03/2020 16:47;11/03/2020 16:47;ALTA;M;1/01/1986;19;66;F;40;17/01/2001;4;RENTA_MUY_ALTA
TDC;733;SI;SI;SI;0:00:00;11/03/2020 16:48;11/03/2020 16:48;MUY ALTA;M;1/01/1990;30;54;F;23;28/10/2015;1;RENTA_MEDIA_BAJA
TDC;221;SI;SI;NO;0:02:06;11/03/2020 15:52;11/03/2020 15:54;MUY ALTA;M;1/01/1995;32;42;F;32;28/12/2015;6;RENTA_ALTA
TDC;222;SI;SI;NO;0:03:50;11/03/2020 14:16;11/03/2020 14:20;MEDIA ALTA;H;1/01/1998;56;42;F;47;20/02/2010;2;RENTA_ALTA
TDC;331;SI;SI;NO;0:00:39;11/03/2020 14:29;11/03/2020 14:30;MEDIA ALTA;M;1/01/1998;23;42;F;28;1/12/2009;3;RENTA_MEDIA_ALTA
TDC;811;SI;SI;SI;0:07:53;9/03/2020 14:52;9/03/2020 15:00;MUY ALTA;-1;1/01/2020;2;0;M;36;9/05/2018;2;RENTA_ALTA
TDC;922;SI;SI;SI;0:11:33;9/03/2020 14:53;9/03/2020 15:05;MUY ALTA;M;1/01/1993;28;18;M;25;26/04/2018;2;RENTA_MEDIA_ALTA
TDC;554;SI;SI;NO;0:00:34;11/03/2020 15:59;11/03/2020 16:00;MEDIA ALTA;M;1/01/1998;23;42;F;39;5/03/2007;3;RENTA_MEDIA_ALTA
TDC;231;SI;SI;SI;0:02:22;12/03/2020 11:36;12/03/2020 11:38;MUY ALTA;M;1/01/1995;34;66;F;56;16/08/2019;3;RENTA_ALTA
TDC;553;SI;SI;NO;0:00:53;10/03/2020 12:07;10/03/2020 12:08;ALTA;H;1/01/1975;26;42;F;35;18/06/2015;2;RENTA_MEDIA_ALTA
TDC;557;SI;SI;NO;0:00:28;18/03/2020 9:46;18/03/2020 9:46;SIN PROPENSIÓN;M;1/01/1995;34;66;F;31;29/02/2016;2;RENTA_ALTA
TDC;558;SI;SI;NO;0:00:41;18/03/2020 9:46;18/03/2020 9:47;ALTA;M;1/01/1991;37;103;F;43;24/08/2005;3;RENTA_MEDIA_BAJA
TDC;921;SI;SI;NO;0:02:57;11/03/2020 14:56;11/03/2020 14:59;ALTA;M;1/01/1995;34;66;M;34;22/09/2010;4;RENTA_MEDIA_BAJA
TDC;332;SI;SI;NO;0:00:25;12/03/2020 11:56;12/03/2020 11:57;ALTA;M;1/01/1995;32;42;M;29;23/12/2011;2;RENTA_ALTA
